Date,BtcPrice,SpPrice
6/5/2013,121.9,1608.9
6/6/2013,119,1622.56
6/7/2013,111,1643.38
6/8/2013,107.9,1643.38
6/9/2013,100.4,1643.38
6/10/2013,106.3,1642.81
6/11/2013,109,1626.13
6/12/2013,108.8,1612.52
6/13/2013,103.9,1636.36
6/14/2013,100,1626.73
6/15/2013,99.8,1626.73
6/16/2013,99.9,1626.73
6/17/2013,101.9,1639.04
6/18/2013,107.3,1651.81
6/19/2013,108.3,1628.93
6/20/2013,111.3,1588.19
6/21/2013,109.5,1592.43
6/22/2013,108.2,1592.43
6/23/2013,107.9,1592.43
6/24/2013,102.1,1573.09
6/25/2013,103.3,1588.03
6/26/2013,104,1603.26
6/27/2013,101.7,1613.2
6/28/2013,94.7,1606.28
6/29/2013,95,1606.28
6/30/2013,97.5,1606.28
7/1/2013,88.1,1614.96
7/2/2013,90.4,1614.08
7/3/2013,78.9,1615.41
7/4/2013,80,1615.41
7/5/2013,68.5,1631.89
7/6/2013,69.7,1631.89
7/7/2013,76.5,1631.89
7/8/2013,76,1640.46
7/9/2013,76.7,1652.32
7/10/2013,88,1652.62
7/11/2013,89,1675.02
7/12/2013,94,1680.19
7/13/2013,98.3,1680.19
7/14/2013,94.4,1680.19
7/15/2013,98.9,1682.5
7/16/2013,97.1,1676.26
7/17/2013,98.5,1680.91
7/18/2013,90.1,1689.37
7/19/2013,92,1692.09
7/20/2013,89.8,1692.09
7/21/2013,92,1692.09
7/22/2013,91.6,1695.53
7/23/2013,95.6,1692.39
7/24/2013,95.1,1685.94
7/25/2013,96.9,1690.25
7/26/2013,96,1691.65
7/27/2013,94.4,1691.65
7/28/2013,98.8,1691.65
7/29/2013,101.5,1685.33
7/30/2013,108,1685.96
7/31/2013,106.2,1685.73
8/1/2013,104,1706.87
8/2/2013,104.5,1709.67
8/3/2013,104.9,1709.67
8/4/2013,105.1,1709.67
8/5/2013,106.7,1707.14
8/6/2013,106.6,1697.37
8/7/2013,106,1690.91
8/8/2013,103.1,1697.48
8/9/2013,102.8,1691.42
8/10/2013,103,1691.42
8/11/2013,105,1691.42
8/12/2013,106.8,1689.47
8/13/2013,109.6,1694.16
8/14/2013,112.6,1685.39
8/15/2013,110,1661.32
8/16/2013,109,1655.83
8/17/2013,112.8,1655.83
8/18/2013,113.4,1655.83
8/19/2013,118.5,1646.06
8/20/2013,121.2,1652.35
8/21/2013,123.3,1642.8
8/22/2013,122,1656.96
8/23/2013,118.5,1663.5
8/24/2013,119.6,1663.5
8/25/2013,122.1,1663.5
8/26/2013,120.1,1656.78
8/27/2013,131.3,1630.48
8/28/2013,128.8,1634.96
8/29/2013,129.3,1638.17
8/30/2013,138,1632.97
8/31/2013,141,1632.97
9/1/2013,146,1632.97
9/2/2013,144,1632.97
9/3/2013,144,1639.77
9/4/2013,132.5,1653.08
9/5/2013,130.2,1655.08
9/6/2013,121.9,1655.17
9/7/2013,129,1655.17
9/8/2013,126.3,1655.17
9/9/2013,133.1,1671.71
9/10/2013,132.6,1683.99
9/11/2013,142.1,1689.13
9/12/2013,139.4,1683.42
9/13/2013,140.7,1687.99
9/14/2013,136.7,1687.99
9/15/2013,138.3,1687.99
9/16/2013,139.4,1697.6
9/17/2013,139.1,1704.76
9/18/2013,140.4,1725.52
9/19/2013,135.1,1722.34
9/20/2013,133.8,1709.91
9/21/2013,134.4,1709.91
9/22/2013,134,1709.91
9/23/2013,133.4,1701.84
9/24/2013,134.8,1697.42
9/25/2013,135,1692.77
9/26/2013,137.1,1698.67
9/27/2013,138.9,1691.75
9/28/2013,142.5,1691.75
9/29/2013,143.9,1691.75
9/30/2013,141.9,1681.55
10/1/2013,140.3,1695
10/2/2013,123,1693.87
10/3/2013,131,1678.66
10/4/2013,136.8,1690.5
10/5/2013,136.7,1690.5
10/6/2013,137.8,1690.5
10/7/2013,135.8,1676.12
10/8/2013,136.5,1655.45
10/9/2013,139.5,1656.4
10/10/2013,140.4,1692.56
10/11/2013,140.1,1703.2
10/12/2013,142.9,1703.2
10/13/2013,147.5,1703.2
10/14/2013,151.4,1710.14
10/15/2013,158.1,1698.06
10/16/2013,152.8,1721.54
10/17/2013,157.6,1733.15
10/18/2013,168.3,1744.5
10/19/2013,183.1,1744.5
10/20/2013,186.1,1744.5
10/21/2013,192.8,1744.66
10/22/2013,203,1754.67
10/23/2013,228,1746.38
10/24/2013,207,1752.07
10/25/2013,197.9,1759.77
10/26/2013,188.6,1759.77
10/27/2013,206.9,1759.77
10/28/2013,206.9,1762.11
10/29/2013,216,1771.95
10/30/2013,208,1763.31
10/31/2013,211.2,1756.54
11/1/2013,213.4,1761.64
11/2/2013,211.7,1761.64
11/3/2013,224,1761.64
11/4/2013,238.2,1767.93
11/5/2013,251.3,1762.97
11/6/2013,264.1,1770.49
11/7/2013,309.6,1747.15
11/8/2013,355,1770.61
11/9/2013,367.8,1770.61
11/10/2013,336.3,1770.61
11/11/2013,363,1771.89
11/12/2013,380,1767.69
11/13/2013,434.9,1782
11/14/2013,433.4,1790.62
11/15/2013,433.9,1798.18
11/16/2013,462,1798.18
11/17/2013,528.3,1798.18
11/18/2013,785.4,1791.53
11/19/2013,645.7,1787.87
11/20/2013,638,1781.37
11/21/2013,764.9,1795.85
11/22/2013,802,1804.76
11/23/2013,832.5,1804.76
11/24/2013,795,1804.76
11/25/2013,830,1802.48
11/26/2013,970,1802.75
11/27/2013,1079.9,1807.23
11/28/2013,1101.4,1807.23
11/29/2013,1206.9,1805.81
11/30/2013,1205.7,1805.81
12/1/2013,1004.4,1805.81
12/2/2013,1096.6,1800.9
12/3/2013,1154.9,1795.15
12/4/2013,1237.6,1792.81
12/5/2013,1106.3,1785.03
12/6/2013,845,1805.09
12/7/2013,697,1805.09
12/8/2013,804,1805.09
12/9/2013,919,1808.37
12/10/2013,1033.7,1802.62
12/11/2013,919.9,1782.22
12/12/2013,900,1775.5
12/13/2013,936.8,1775.32
12/14/2013,908.9,1775.32
12/15/2013,919.9,1775.32
12/16/2013,759.9,1786.54
12/17/2013,715,1781
12/18/2013,541,1810.65
12/19/2013,732,1809.6
12/20/2013,650,1818.32
12/21/2013,640.5,1818.32
12/22/2013,639.5,1818.32
12/23/2013,713.2,1827.99
12/24/2013,702.8,1833.32
12/25/2013,707.3,1833.32
12/26/2013,802,1842.02
12/27/2013,803,1841.4
12/28/2013,762,1841.4
12/29/2013,785,1841.4
12/30/2013,804.8,1841.07
12/31/2013,805.9,1848.36
1/1/2014,815.9,1848.36
1/2/2014,856.9,1831.98
1/3/2014,884.3,1831.37
1/4/2014,924.7,1831.37
1/5/2014,1014.7,1831.37
1/6/2014,1012.7,1826.77
1/7/2014,879.9,1837.88
1/8/2014,938.8,1837.49
1/9/2014,937,1838.13
1/10/2014,957.8,1842.37
1/11/2014,1005.3,1842.37
1/12/2014,939.8,1842.37
1/13/2014,922.9,1819.2
1/14/2014,919.3,1838.88
1/15/2014,941.2,1848.38
1/16/2014,913.5,1845.89
1/17/2014,894.2,1838.7
1/18/2014,905.7,1838.7
1/19/2014,954.8,1838.7
1/20/2014,956,1838.7
1/21/2014,962.2,1843.8
1/22/2014,951,1844.86
1/23/2014,944.2,1828.46
1/24/2014,916.5,1790.29
1/25/2014,961,1790.29
1/26/2014,1007,1790.29
1/27/2014,943.5,1781.56
1/28/2014,932.7,1792.5
1/29/2014,925.7,1774.2
1/30/2014,941.4,1794.19
1/31/2014,938.8,1782.59
2/1/2014,940.4,1782.59
2/2/2014,953.3,1782.59
2/3/2014,931.7,1741.89
2/4/2014,926.6,1755.2
2/5/2014,904.5,1751.64
2/6/2014,828.9,1773.43
2/7/2014,695.7,1797.02
2/8/2014,648.8,1797.02
2/9/2014,659.6,1797.02
2/10/2014,582.6,1799.84
2/11/2014,579,1819.75
2/12/2014,531.1,1819.26
2/13/2014,451.4,1829.83
2/14/2014,427.7,1838.63
2/15/2014,371.1,1838.63
2/16/2014,299.8,1838.63
2/17/2014,272.3,1838.63
2/18/2014,294,1840.76
2/19/2014,261.5,1828.75
2/20/2014,111.9,1839.78
2/21/2014,111.6,1836.25
2/22/2014,255.6,1836.25
2/23/2014,310.2,1836.25
2/24/2014,174,1847.61
2/25/2014,135.8,1845.12
2/26/2014,593.1,1845.16
2/27/2014,596.5,1854.29
2/28/2014,573.9,1859.45
3/1/2014,557.4,1859.45
3/2/2014,544.6,1859.45
3/3/2014,662.2,1845.73
3/4/2014,661.8,1873.91
3/5/2014,658.3,1873.81
3/6/2014,648.3,1877.03
3/7/2014,616.7,1878.04
3/8/2014,609.2,1878.04
3/9/2014,627,1878.04
3/10/2014,613,1877.17
3/11/2014,608.7,1867.63
3/12/2014,619.4,1868.2
3/13/2014,625,1846.34
3/14/2014,614,1841.13
3/15/2014,624,1841.13
3/16/2014,619.1,1841.13
3/17/2014,606.4,1858.83
3/18/2014,598.9,1872.25
3/19/2014,595,1860.77
3/20/2014,566,1872.01
3/21/2014,549.6,1866.52
3/22/2014,564.3,1866.52
3/23/2014,551.2,1866.52
3/24/2014,567.6,1857.44
3/25/2014,562.9,1865.62
3/26/2014,562.5,1852.56
3/27/2014,460.5,1849.04
3/28/2014,482.6,1857.62
3/29/2014,477.1,1857.62
3/30/2014,446.9,1857.62
3/31/2014,444.7,1872.34
4/1/2014,463.5,1885.52
4/2/2014,424.4,1890.9
4/3/2014,436.3,1888.77
4/4/2014,444.4,1865.09
4/5/2014,456.6,1865.09
4/6/2014,455.7,1865.09
4/7/2014,462.4,1845.04
4/8/2014,466.6,1851.96
4/9/2014,457.3,1872.18
4/10/2014,384.6,1833.08
4/11/2014,435.1,1815.69
4/12/2014,437.6,1815.69
4/13/2014,427.6,1815.69
4/14/2014,478.4,1830.61
4/15/2014,526.4,1842.98
4/16/2014,537,1862.31
4/17/2014,502,1864.85
4/18/2014,485.5,1864.85
4/19/2014,506,1864.85
4/20/2014,498.5,1864.85
4/21/2014,495.2,1871.89
4/22/2014,487.9,1879.55
4/23/2014,487.3,1875.39
4/24/2014,500.3,1878.61
4/25/2014,464.5,1863.4
4/26/2014,457.9,1863.4
4/27/2014,443.2,1863.4
4/28/2014,441.9,1869.43
4/29/2014,446.1,1878.33
4/30/2014,445.6,1883.95
5/1/2014,460.1,1883.68
5/2/2014,453.7,1881.14
5/3/2014,438.6,1881.14
5/4/2014,436,1881.14
5/5/2014,430.9,1884.66
5/6/2014,432.2,1867.72
5/7/2014,446.5,1878.21
5/8/2014,441.1,1875.63
5/9/2014,445.5,1878.48
5/10/2014,451.9,1878.48
5/11/2014,433.2,1878.48
5/12/2014,438.2,1896.65
5/13/2014,433.9,1897.45
5/14/2014,442.6,1888.53
5/15/2014,448.1,1870.85
5/16/2014,453.6,1877.86
5/17/2014,452.8,1877.86
5/18/2014,450.1,1877.86
5/19/2014,443.9,1885.08
5/20/2014,484.6,1872.83
5/21/2014,488.8,1888.03
5/22/2014,515.4,1892.49
5/23/2014,518.1,1900.53
5/24/2014,520.5,1900.53
5/25/2014,570.4,1900.53
5/26/2014,582,1900.53
5/27/2014,570.1,1911.91
5/28/2014,570.8,1909.78
5/29/2014,564.4,1920.03
5/30/2014,612.3,1923.57
5/31/2014,627.9,1923.57
6/1/2014,649.8,1923.57
6/2/2014,655.5,1924.97
6/3/2014,669.4,1924.24
6/4/2014,638.9,1927.88
6/5/2014,660.2,1940.46
6/6/2014,650.4,1949.44
6/7/2014,651.7,1949.44
6/8/2014,651,1949.44
6/9/2014,644.3,1951.27
6/10/2014,655.6,1950.79
6/11/2014,643,1943.89
6/12/2014,597.1,1930.11
6/13/2014,610.3,1936.16
6/14/2014,583.4,1936.16
6/15/2014,582.3,1936.16
6/16/2014,599.1,1937.78
6/17/2014,605.1,1941.99
6/18/2014,606.2,1956.98
6/19/2014,600.2,1959.48
6/20/2014,590.8,1962.87
6/21/2014,597,1962.87
6/22/2014,603.6,1962.87
6/23/2014,591.2,1962.61
6/24/2014,588.8,1949.98
6/25/2014,568.5,1959.53
6/26/2014,582.7,1957.22
6/27/2014,602.2,1960.96
6/28/2014,597.6,1960.96
6/29/2014,601.1,1960.96
6/30/2014,635.1,1960.23
7/1/2014,643.2,1973.32
7/2/2014,645.7,1974.62
7/3/2014,638,1985.44
7/4/2014,624,1985.44
7/5/2014,623,1985.44
7/6/2014,626.7,1985.44
7/7/2014,613.6,1977.65
7/8/2014,615.3,1963.71
7/9/2014,623,1972.83
7/10/2014,618.4,1964.68
7/11/2014,632.9,1967.57
7/12/2014,635.9,1967.57
7/13/2014,628,1967.57
7/14/2014,618.3,1977.1
7/15/2014,619.6,1973.28
7/16/2014,614.8,1981.57
7/17/2014,626.6,1958.12
7/18/2014,627.5,1978.22
7/19/2014,627,1978.22
7/20/2014,621,1978.22
7/21/2014,625.1,1973.63
7/22/2014,622.5,1983.53
7/23/2014,621.7,1987.01
7/24/2014,601.9,1987.98
7/25/2014,600.5,1978.34
7/26/2014,596,1978.34
7/27/2014,595,1978.34
7/28/2014,587.9,1978.91
7/29/2014,585.8,1969.95
7/30/2014,564.6,1970.07
7/31/2014,589.5,1930.67
8/1/2014,598.8,1925.15
8/2/2014,591.7,1925.15
8/3/2014,588.9,1925.15
8/4/2014,592.8,1938.99
8/5/2014,588.8,1920.21
8/6/2014,589.8,1920.24
8/7/2014,592.8,1909.57
8/8/2014,595.8,1931.59
8/9/2014,589.5,1931.59
8/10/2014,592.1,1931.59
8/11/2014,575.9,1936.92
8/12/2014,567.7,1933.75
8/13/2014,542.1,1946.72
8/14/2014,504.8,1955.18
8/15/2014,496.5,1955.06
8/16/2014,522,1955.06
8/17/2014,485.5,1955.06
8/18/2014,462.2,1971.74
8/19/2014,485.1,1981.6
8/20/2014,516.8,1986.51
8/21/2014,517.9,1992.37
8/22/2014,516.1,1988.4
8/23/2014,497.7,1988.4
8/24/2014,509.7,1988.4
8/25/2014,502.9,1997.92
8/26/2014,512.6,2000.02
8/27/2014,515.2,2000.12
8/28/2014,510.8,1996.74
8/29/2014,512.6,2003.37
8/30/2014,506,2003.37
8/31/2014,481.8,2003.37
9/1/2014,477.2,2003.37
9/2/2014,478.9,2002.28
9/3/2014,480,2000.72
9/4/2014,491,1997.65
9/5/2014,483.6,2007.71
9/6/2014,484.5,2007.71
9/7/2014,485.8,2007.71
9/8/2014,475.7,2001.54
9/9/2014,474.9,1988.44
9/10/2014,479.7,1995.69
9/11/2014,478.5,1997.45
9/12/2014,477.7,1985.54
9/13/2014,478.2,1985.54
9/14/2014,477.7,1985.54
9/15/2014,477.7,1984.13
9/16/2014,466.8,1998.98
9/17/2014,461.1,2001.57
9/18/2014,424.3,2011.36
9/19/2014,397.7,2010.4
9/20/2014,411.5,2010.4
9/21/2014,401.6,2010.4
9/22/2014,404.1,1994.29
9/23/2014,436.9,1982.77
9/24/2014,423.8,1998.3
9/25/2014,412.3,1965.99
9/26/2014,404.5,1982.85
9/27/2014,399,1982.85
9/28/2014,379.1,1982.85
9/29/2014,376.8,1977.8
9/30/2014,388.2,1972.29
10/1/2014,382.8,1946.16
10/2/2014,375.1,1946.17
10/3/2014,363.5,1967.9
10/4/2014,335.3,1967.9
10/5/2014,322.9,1967.9
10/6/2014,331.5,1964.82
10/7/2014,331.6,1935.1
10/8/2014,350.9,1968.89
10/9/2014,360.9,1928.21
10/10/2014,361.7,1906.13
10/11/2014,361.2,1906.13
10/12/2014,373.2,1906.13
10/13/2014,387.3,1874.74
10/14/2014,397.1,1877.7
10/15/2014,393.2,1862.49
10/16/2014,379.8,1862.76
10/17/2014,380.5,1886.76
10/18/2014,390.9,1886.76
10/19/2014,387.3,1886.76
10/20/2014,380.4,1904.01
10/21/2014,382.4,1941.28
10/22/2014,378.9,1927.11
10/23/2014,355.8,1950.82
10/24/2014,355.1,1964.58
10/25/2014,346.7,1964.58
10/26/2014,348.7,1964.58
10/27/2014,350.1,1961.63
10/28/2014,351.1,1985.05
10/29/2014,335.1,1982.3
10/30/2014,344.9,1994.65
10/31/2014,337.9,2018.05
11/1/2014,325.4,2018.05
11/2/2014,322.5,2018.05
11/3/2014,324.2,2017.81
11/4/2014,328,2012.1
11/5/2014,338,2023.57
11/6/2014,347.7,2031.21
11/7/2014,341.9,2031.92
11/8/2014,343.5,2031.92
11/9/2014,362,2031.92
11/10/2014,367.1,2038.26
11/11/2014,365.4,2039.68
11/12/2014,432,2038.25
11/13/2014,428.7,2039.33
11/14/2014,396.5,2039.82
11/15/2014,374.9,2039.82
11/16/2014,385.6,2039.82
11/17/2014,384.7,2041.32
11/18/2014,379.2,2051.8
11/19/2014,381.4,2048.72
11/20/2014,357.3,2052.75
11/21/2014,351.8,2063.5
11/22/2014,352,2063.5
11/23/2014,365.9,2063.5
11/24/2014,378.9,2069.41
11/25/2014,376.4,2067.03
11/26/2014,365.4,2072.83
11/27/2014,368.8,2072.83
11/28/2014,377.6,2067.56
11/29/2014,376.3,2067.56
11/30/2014,374.9,2067.56
12/1/2014,378.6,2053.44
12/2/2014,380.6,2066.55
12/3/2014,377,2074.33
12/4/2014,369.8,2071.92
12/5/2014,377.6,2075.37
12/6/2014,376.3,2075.37
12/7/2014,376.5,2075.37
12/8/2014,365,2060.31
12/9/2014,352.2,2059.82
12/10/2014,347.9,2026.14
12/11/2014,347.7,2035.33
12/12/2014,353.4,2002.33
12/13/2014,348.2,2002.33
12/14/2014,349.4,2002.33
12/15/2014,345.4,1989.63
12/16/2014,330.2,1972.74
12/17/2014,320,2012.89
12/18/2014,310.3,2061.23
12/19/2014,317.8,2070.65
12/20/2014,330.4,2070.65
12/21/2014,322.6,2070.65
12/22/2014,330.8,2078.54
12/23/2014,335.3,2082.17
12/24/2014,322.4,2081.88
12/25/2014,319,2081.88
12/26/2014,330,2088.77
12/27/2014,315.3,2088.77
12/28/2014,316.5,2088.77
12/29/2014,314.1,2090.57
12/30/2014,311.3,2080.35
12/31/2014,318.2,2058.9
1/1/2015,314.9,2058.9
1/2/2015,315.2,2058.2
1/3/2015,287.1,2058.2
1/4/2015,264.7,2058.2
1/5/2015,274.8,2020.58
1/6/2015,282.3,2002.61
1/7/2015,291.3,2025.9
1/8/2015,282.7,2062.14
1/9/2015,288,2044.81
1/10/2015,273.4,2044.81
1/11/2015,264.8,2044.81
1/12/2015,269.3,2028.26
1/13/2015,221.3,2023.03
1/14/2015,164.9,2011.27
1/15/2015,209.8,1992.67
1/16/2015,206.9,2019.42
1/17/2015,199.6,2019.42
1/18/2015,210.6,2019.42
1/19/2015,215.9,2019.42
1/20/2015,210.6,2022.55
1/21/2015,228.2,2032.12
1/22/2015,232.7,2063.15
1/23/2015,232.2,2051.82
1/24/2015,248.2,2051.82
1/25/2015,252.1,2051.82
1/26/2015,269.2,2057.09
1/27/2015,263.3,2029.55
1/28/2015,236.2,2002.16
1/29/2015,234,2021.25
1/30/2015,231.8,1994.99
1/31/2015,218.5,1994.99
2/1/2015,225.3,1994.99
2/2/2015,238.9,2020.85
2/3/2015,227.4,2050.03
2/4/2015,226.6,2041.51
2/5/2015,216.5,2062.52
2/6/2015,223,2055.47
2/7/2015,227.7,2055.47
2/8/2015,223.7,2055.47
2/9/2015,220.3,2046.74
2/10/2015,219.7,2068.59
2/11/2015,218.8,2068.53
2/12/2015,221.8,2088.48
2/13/2015,236.2,2096.99
2/14/2015,258.6,2096.99
2/15/2015,233.3,2096.99
2/16/2015,235.8,2096.99
2/17/2015,243.2,2100.34
2/18/2015,235.2,2099.68
2/19/2015,241.9,2097.45
2/20/2015,244.5,2110.3
2/21/2015,244.4,2110.3
2/22/2015,235.7,2110.3
2/23/2015,238.8,2109.66
2/24/2015,238.9,2115.48
2/25/2015,237.3,2113.86
2/26/2015,236.5,2110.74
2/27/2015,253.5,2104.5
2/28/2015,254.1,2104.5
3/1/2015,257.9,2104.5
3/2/2015,273.8,2117.39
3/3/2015,280.6,2107.78
3/4/2015,271.9,2098.53
3/5/2015,275.2,2101.04
3/6/2015,272.6,2071.26
3/7/2015,274.9,2071.26
3/8/2015,274.5,2071.26
3/9/2015,290,2079.43
3/10/2015,291.4,2044.16
3/11/2015,295.6,2040.24
3/12/2015,293.9,2065.95
3/13/2015,287.2,2053.4
3/14/2015,281.6,2053.4
3/15/2015,284.9,2053.4
3/16/2015,290.4,2081.19
3/17/2015,285.4,2074.28
3/18/2015,255.9,2099.5
3/19/2015,260.9,2089.27
3/20/2015,261.8,2108.1
3/21/2015,259.7,2108.1
3/22/2015,268.6,2108.1
3/23/2015,265.5,2104.42
3/24/2015,246.7,2091.5
3/25/2015,246.4,2061.05
3/26/2015,248,2056.15
3/27/2015,247.2,2061.02
3/28/2015,252,2061.02
3/29/2015,242.1,2061.02
3/30/2015,246.8,2086.24
3/31/2015,244.1,2067.89
4/1/2015,246.2,2059.69
4/2/2015,252.6,2066.96
4/3/2015,254.5,2066.96
4/4/2015,252.9,2066.96
4/5/2015,259.6,2066.96
4/6/2015,255,2080.62
4/7/2015,253,2076.33
4/8/2015,244.6,2081.9
4/9/2015,243.3,2091.18
4/10/2015,234.7,2102.06
4/11/2015,236.5,2102.06
4/12/2015,235.9,2102.06
4/13/2015,223.6,2092.43
4/14/2015,218,2095.84
4/15/2015,223,2106.63
4/16/2015,228,2104.99
4/17/2015,222.6,2081.18
4/18/2015,223.4,2081.18
4/19/2015,223,2081.18
4/20/2015,224.2,2100.4
4/21/2015,233.7,2097.29
4/22/2015,233.8,2107.96
4/23/2015,235.4,2112.93
4/24/2015,231.1,2117.69
4/25/2015,226.1,2117.69
4/26/2015,218.7,2117.69
4/27/2015,229,2108.92
4/28/2015,225.8,2114.76
4/29/2015,225.4,2106.85
4/30/2015,235.8,2085.51
5/1/2015,233.2,2108.29
5/2/2015,235.3,2108.29
5/3/2015,240,2108.29
5/4/2015,239,2114.49
5/5/2015,235.8,2089.46
5/6/2015,230,2080.15
5/7/2015,237.7,2088
5/8/2015,243.7,2116.1
5/9/2015,241.4,2116.1
5/10/2015,240,2116.1
5/11/2015,241.8,2105.33
5/12/2015,241.6,2099.12
5/13/2015,236.4,2098.48
5/14/2015,236.9,2121.1
5/15/2015,237.2,2122.73
5/16/2015,236.2,2122.73
5/17/2015,236.3,2122.73
5/18/2015,232.6,2129.2
5/19/2015,232,2127.83
5/20/2015,234,2125.85
5/21/2015,235.4,2130.82
5/22/2015,240.4,2126.06
5/23/2015,238.9,2126.06
5/24/2015,241,2126.06
5/25/2015,237.4,2126.06
5/26/2015,237.8,2104.2
5/27/2015,237.3,2123.48
5/28/2015,237.3,2120.79
5/29/2015,237,2107.39
5/30/2015,233.2,2107.39
5/31/2015,229.8,2107.39
6/1/2015,223.1,2111.73
6/2/2015,225.7,2109.6
6/3/2015,225.6,2114.07
6/4/2015,224.2,2095.84
6/5/2015,225.3,2092.83
6/6/2015,224.7,2092.83
6/7/2015,223.5,2092.83
6/8/2015,228.6,2079.28
6/9/2015,229.6,2080.15
6/10/2015,228.8,2105.2
6/11/2015,229.9,2108.86
6/12/2015,230.5,2094.11
6/13/2015,232.5,2094.11
6/14/2015,233.8,2094.11
6/15/2015,237,2084.43
6/16/2015,249.8,2096.29
6/17/2015,247.4,2100.44
6/18/2015,248.4,2121.24
6/19/2015,244.1,2109.99
6/20/2015,245,2109.99
6/21/2015,244.1,2109.99
6/22/2015,247.5,2122.85
6/23/2015,243.8,2124.2
6/24/2015,240.6,2108.58
6/25/2015,242.6,2102.31
6/26/2015,242.9,2101.49
6/27/2015,250.7,2101.49
6/28/2015,248.9,2101.49
6/29/2015,257,2057.64
6/30/2015,264.1,2063.11
7/1/2015,257.6,2077.42
7/2/2015,254.9,2076.78
7/3/2015,255.4,2076.78
7/4/2015,260.5,2076.78
7/5/2015,270.1,2076.78
7/6/2015,269.1,2068.76
7/7/2015,266.2,2081.34
7/8/2015,268.6,2046.68
7/9/2015,269.1,2051.31
7/10/2015,283.6,2076.62
7/11/2015,292,2076.62
7/12/2015,310.4,2076.62
7/13/2015,290.4,2099.6
7/14/2015,287,2108.95
7/15/2015,283.4,2107.4
7/16/2015,276.6,2124.29
7/17/2015,279.6,2126.64
7/18/2015,274,2126.64
7/19/2015,273.2,2126.64
7/20/2015,277.7,2128.28
7/21/2015,275.1,2119.21
7/22/2015,276.5,2114.15
7/23/2015,275.5,2102.15
7/24/2015,288.4,2079.65
7/25/2015,288.7,2079.65
7/26/2015,291.8,2079.65
7/27/2015,293,2067.64
7/28/2015,293.7,2093.25
7/29/2015,288.4,2108.57
7/30/2015,287,2108.63
7/31/2015,283.7,2103.84
8/1/2015,280.5,2103.84
8/2/2015,281.4,2103.84
8/3/2015,281.6,2098.04
8/4/2015,284.3,2093.32
8/5/2015,281.7,2099.84
8/6/2015,278,2083.56
8/7/2015,277.9,2077.57
8/8/2015,258.6,2077.57
8/9/2015,263.9,2077.57
8/10/2015,263.3,2104.18
8/11/2015,269,2084.07
8/12/2015,267.7,2086.05
8/13/2015,263.4,2083.39
8/14/2015,265,2091.54
8/15/2015,260.5,2091.54
8/16/2015,257.1,2091.54
8/17/2015,257.1,2102.44
8/18/2015,246.7,2096.92
8/19/2015,226,2079.61
8/20/2015,234.7,2035.73
8/21/2015,232.4,1970.89
8/22/2015,229.5,1970.89
8/23/2015,226.8,1970.89
8/24/2015,211.4,1893.21
8/25/2015,220.5,1867.61
8/26/2015,225,1940.51
8/27/2015,222.7,1987.66
8/28/2015,231.6,1988.87
8/29/2015,228.5,1988.87
8/30/2015,228.4,1988.87
8/31/2015,229.5,1972.18
9/1/2015,227.2,1913.85
9/2/2015,228.6,1948.86
9/3/2015,226.2,1951.13
9/4/2015,230.3,1921.22
9/5/2015,233.7,1921.22
9/6/2015,239.9,1921.22
9/7/2015,239.6,1921.22
9/8/2015,243.2,1969.41
9/9/2015,237.4,1942.04
9/10/2015,238.1,1952.29
9/11/2015,239.9,1961.05
9/12/2015,235.6,1961.05
9/13/2015,230.2,1961.05
9/14/2015,229.9,1953.03
9/15/2015,229.5,1978.09
9/16/2015,228.6,1995.31
9/17/2015,232.7,1990.2
9/18/2015,232.2,1958.03
9/19/2015,231.1,1958.03
9/20/2015,231.1,1958.03
9/21/2015,226.3,1966.97
9/22/2015,230,1942.74
9/23/2015,229.9,1938.76
9/24/2015,233.8,1932.24
9/25/2015,235,1931.34
9/26/2015,234.3,1931.34
9/27/2015,232.5,1931.34
9/28/2015,238.9,1881.77
9/29/2015,236.7,1884.09
9/30/2015,235.9,1920.03
10/1/2015,237.1,1923.82
10/2/2015,236.7,1951.36
10/3/2015,238.6,1951.36
10/4/2015,238.3,1951.36
10/5/2015,240.1,1987.05
10/6/2015,246.1,1979.92
10/7/2015,243,1995.83
10/8/2015,242.6,2013.43
10/9/2015,244,2014.89
10/10/2015,245.4,2014.89
10/11/2015,247.6,2014.89
10/12/2015,245.4,2017.46
10/13/2015,248.8,2003.69
10/14/2015,252.3,1994.24
10/15/2015,254.4,2023.86
10/16/2015,262.9,2033.11
10/17/2015,269.6,2033.11
10/18/2015,261.7,2033.11
10/19/2015,263.8,2033.66
10/20/2015,269.8,2030.77
10/21/2015,267.1,2018.94
10/22/2015,274.4,2052.51
10/23/2015,276.9,2075.15
10/24/2015,282.6,2075.15
10/25/2015,287.9,2075.15
10/26/2015,285.1,2071.18
10/27/2015,294.7,2065.89
10/28/2015,303.5,2090.35
10/29/2015,313.6,2089.41
10/30/2015,327.1,2079.36
10/31/2015,311.2,2079.36
11/1/2015,323,2079.36
11/2/2015,359.3,2104.05
11/3/2015,396.5,2109.79
11/4/2015,400.9,2102.31
11/5/2015,382.7,2099.93
11/6/2015,369.8,2099.2
11/7/2015,385.1,2099.2
11/8/2015,371.6,2099.2
11/9/2015,380.2,2078.58
11/10/2015,336.7,2081.72
11/11/2015,304.7,2075
11/12/2015,333.9,2045.97
11/13/2015,333.8,2023.04
